"epoch","olive-shadow-2 - r^2","olive-shadow-2 - r^2__MIN","olive-shadow-2 - r^2__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"695","0.5686702728271484","0.5686702728271484","0.5686702728271484","70295","70295","70295"
"696","0.5688725709915161","0.5688725709915161","0.5688725709915161","70396","70396","70396"
"697","0.569553017616272","0.569553017616272","0.569553017616272","70497","70497","70497"
"698","0.569105327129364","0.569105327129364","0.569105327129364","70598","70598","70598"
"699","0.5687569379806519","0.5687569379806519","0.5687569379806519","70699","70699","70699"
"700","0.5691136717796326","0.5691136717796326","0.5691136717796326","70800","70800","70800"
"701","0.5689548254013062","0.5689548254013062","0.5689548254013062","70901","70901","70901"
"702","0.5686678886413574","0.5686678886413574","0.5686678886413574","71002","71002","71002"
"703","0.5687723159790039","0.5687723159790039","0.5687723159790039","71103","71103","71103"
"704","0.5692237615585327","0.5692237615585327","0.5692237615585327","71204","71204","71204"
"705","0.5693482160568237","0.5693482160568237","0.5693482160568237","71305","71305","71305"
"706","0.5692145824432373","0.5692145824432373","0.5692145824432373","71406","71406","71406"
"707","0.5690833330154419","0.5690833330154419","0.5690833330154419","71507","71507","71507"
"708","0.5691726207733154","0.5691726207733154","0.5691726207733154","71608","71608","71608"
"709","0.5694965124130249","0.5694965124130249","0.5694965124130249","71709","71709","71709"
"710","0.5691426992416382","0.5691426992416382","0.5691426992416382","71810","71810","71810"
"711","0.5692716836929321","0.5692716836929321","0.5692716836929321","71911","71911","71911"
"712","0.5693406462669373","0.5693406462669373","0.5693406462669373","72012","72012","72012"
"713","0.5696214437484741","0.5696214437484741","0.5696214437484741","72113","72113","72113"
"714","0.5699973106384277","0.5699973106384277","0.5699973106384277","72214","72214","72214"
"715","0.5691889524459839","0.5691889524459839","0.5691889524459839","72315","72315","72315"
"716","0.569096565246582","0.569096565246582","0.569096565246582","72416","72416","72416"
"717","0.5686793923377991","0.5686793923377991","0.5686793923377991","72517","72517","72517"
"718","0.5688850283622742","0.5688850283622742","0.5688850283622742","72618","72618","72618"
"719","0.5692989230155945","0.5692989230155945","0.5692989230155945","72719","72719","72719"
"720","0.5695454478263855","0.5695454478263855","0.5695454478263855","72820","72820","72820"
"721","0.5695743560791016","0.5695743560791016","0.5695743560791016","72921","72921","72921"
"722","0.5691190958023071","0.5691190958023071","0.5691190958023071","73022","73022","73022"
"723","0.5693008303642273","0.5693008303642273","0.5693008303642273","73123","73123","73123"
"724","0.5692116022109985","0.5692116022109985","0.5692116022109985","73224","73224","73224"
"725","0.5692981481552124","0.5692981481552124","0.5692981481552124","73325","73325","73325"
"726","0.5692323446273804","0.5692323446273804","0.5692323446273804","73426","73426","73426"
"727","0.5692183375358582","0.5692183375358582","0.5692183375358582","73527","73527","73527"
"728","0.569271981716156","0.569271981716156","0.569271981716156","73628","73628","73628"
"729","0.5697834491729736","0.5697834491729736","0.5697834491729736","73729","73729","73729"
"730","0.5696507096290588","0.5696507096290588","0.5696507096290588","73830","73830","73830"
"731","0.569385290145874","0.569385290145874","0.569385290145874","73931","73931","73931"
"732","0.5696386098861694","0.5696386098861694","0.5696386098861694","74032","74032","74032"
"733","0.5693524479866028","0.5693524479866028","0.5693524479866028","74133","74133","74133"
"734","0.569320797920227","0.569320797920227","0.569320797920227","74234","74234","74234"
"735","0.569968581199646","0.569968581199646","0.569968581199646","74335","74335","74335"
"736","0.5694015026092529","0.5694015026092529","0.5694015026092529","74436","74436","74436"
"737","0.5693347454071045","0.5693347454071045","0.5693347454071045","74537","74537","74537"
"738","0.569370448589325","0.569370448589325","0.569370448589325","74638","74638","74638"
"739","0.5696163773536682","0.5696163773536682","0.5696163773536682","74739","74739","74739"
"740","0.56939697265625","0.56939697265625","0.56939697265625","74840","74840","74840"
"741","0.5692774057388306","0.5692774057388306","0.5692774057388306","74941","74941","74941"
"742","0.5691667795181274","0.5691667795181274","0.5691667795181274","75042","75042","75042"
"743","0.5695313811302185","0.5695313811302185","0.5695313811302185","75143","75143","75143"
"744","0.5694100856781006","0.5694100856781006","0.5694100856781006","75244","75244","75244"
"745","0.5694182515144348","0.5694182515144348","0.5694182515144348","75345","75345","75345"
"746","0.5694624185562134","0.5694624185562134","0.5694624185562134","75446","75446","75446"
"747","0.5692628622055054","0.5692628622055054","0.5692628622055054","75547","75547","75547"
"748","0.5694742202758789","0.5694742202758789","0.5694742202758789","75648","75648","75648"
"749","0.5692887902259827","0.5692887902259827","0.5692887902259827","75749","75749","75749"
